,CellType
12318,Oligodendrocyte
12319,Inhibitory neuron
12320,Inhibitory neuron
12322,Inhibitory neuron
12323,Inhibitory neuron
12324,Excitatory neuron
12325,Excitatory neuron
12326,Excitatory neuron
12327,Excitatory neuron
12328,Astrocyte
12330,Excitatory neuron
12331,Excitatory neuron
12332,Excitatory neuron
12333,Excitatory neuron
12334,Excitatory neuron
12335,Excitatory neuron
12336,Astrocyte
12337,Excitatory neuron
12338,Excitatory neuron
12339,Excitatory neuron
12341,Excitatory neuron
12342,Astrocyte
12343,Inhibitory neuron
12344,Inhibitory neuron
12345,Excitatory neuron
12346,Excitatory neuron
12347,Excitatory neuron
12348,Inhibitory neuron
12349,Excitatory neuron
12350,Excitatory neuron
12351,Excitatory neuron
12352,Excitatory neuron
12353,Excitatory neuron
12354,Excitatory neuron
12355,Excitatory neuron
12356,Inhibitory neuron
12357,Excitatory neuron
12358,Astrocyte
12359,Excitatory neuron
12360,Excitatory neuron
12361,Inhibitory neuron
12362,Oligodendrocyte
12363,Excitatory neuron
12364,Excitatory neuron
12365,Excitatory neuron
12366,Excitatory neuron
12367,Excitatory neuron
12368,Excitatory neuron
12369,Inhibitory neuron
12370,Excitatory neuron
12371,Excitatory neuron
12372,Excitatory neuron
12374,Excitatory neuron
12375,Oligodendrocyte
12376,Astrocyte
12377,Astrocyte
12378,Excitatory neuron
12379,Excitatory neuron
12380,Excitatory neuron
12381,Astrocyte
12382,Oligodendrocyte
12383,Inhibitory neuron
12384,Astrocyte
12385,Inhibitory neuron
12386,Inhibitory neuron
12387,Inhibitory neuron
12388,Excitatory neuron
12389,Excitatory neuron
12390,Excitatory neuron
12391,Excitatory neuron
12392,Inhibitory neuron
12393,Excitatory neuron
12394,Inhibitory neuron
12395,Excitatory neuron
12396,Excitatory neuron
12397,Excitatory neuron
12399,Excitatory neuron
12400,Excitatory neuron
12401,Excitatory neuron
12402,Excitatory neuron
12403,Excitatory neuron
12404,Excitatory neuron
12405,Excitatory neuron
12406,Excitatory neuron
12408,Inhibitory neuron
12409,Excitatory neuron
12410,Excitatory neuron
12411,Excitatory neuron
12412,Excitatory neuron
12413,Astrocyte
12414,Excitatory neuron
12415,Excitatory neuron
12416,Oligodendrocyte
12417,Excitatory neuron
12418,Endothelial
12419,Excitatory neuron
12420,Excitatory neuron
12421,Excitatory neuron
12422,Excitatory neuron
12423,Excitatory neuron
12424,Excitatory neuron
12425,Excitatory neuron
12426,Astrocyte
12427,Excitatory neuron
12428,Excitatory neuron
12429,Inhibitory neuron
12430,Inhibitory neuron
12431,Excitatory neuron
12432,Excitatory neuron
12433,Excitatory neuron
12434,Excitatory neuron
12435,Excitatory neuron
12436,Excitatory neuron
12437,Astrocyte
12438,Excitatory neuron
12439,Endothelial
12440,Excitatory neuron
12441,Excitatory neuron
12442,Excitatory neuron
12443,Excitatory neuron
12444,Excitatory neuron
12445,Excitatory neuron
12446,Excitatory neuron
12447,Excitatory neuron
12448,Excitatory neuron
12449,Excitatory neuron
12450,Inhibitory neuron
12451,Inhibitory neuron
12452,Excitatory neuron
12453,Astrocyte
12454,Excitatory neuron
12455,Excitatory neuron
12456,Excitatory neuron
12457,Astrocyte
12458,Excitatory neuron
12459,Excitatory neuron
12460,Excitatory neuron
12461,Excitatory neuron
12462,Excitatory neuron
12463,Excitatory neuron
12464,Astrocyte
12465,Excitatory neuron
12466,Excitatory neuron
12467,Inhibitory neuron
12468,Excitatory neuron
12469,Inhibitory neuron
12470,Inhibitory neuron
12471,Astrocyte
12472,Astrocyte
12473,Excitatory neuron
12474,Excitatory neuron
12475,Excitatory neuron
12476,Excitatory neuron
12477,Excitatory neuron
12478,Excitatory neuron
12479,Excitatory neuron
12480,Excitatory neuron
12481,Excitatory neuron
12482,Oligodendrocyte
12483,Excitatory neuron
12484,Astrocyte
12485,Excitatory neuron
12486,Excitatory neuron
12487,Excitatory neuron
12488,Excitatory neuron
12489,Excitatory neuron
12491,Excitatory neuron
12492,Endothelial
12493,Inhibitory neuron
12494,Excitatory neuron
12495,Inhibitory neuron
12496,Excitatory neuron
12497,Oligodendrocyte
12498,Excitatory neuron
12499,Excitatory neuron
12501,Excitatory neuron
12502,Excitatory neuron
12503,Astrocyte
12504,Excitatory neuron
12505,Excitatory neuron
12506,Excitatory neuron
12507,Excitatory neuron
12508,Astrocyte
12509,Astrocyte
12510,Oligodendrocyte
12511,Inhibitory neuron
12512,Excitatory neuron
12513,Inhibitory neuron
12514,Inhibitory neuron
12515,Excitatory neuron
12516,Astrocyte
12517,Excitatory neuron
12518,Excitatory neuron
12519,Inhibitory neuron
12520,Excitatory neuron
12521,Excitatory neuron
12522,Excitatory neuron
12523,Excitatory neuron
12524,Excitatory neuron
12525,Inhibitory neuron
12526,Excitatory neuron
12527,Astrocyte
12528,Excitatory neuron
12529,Astrocyte
12530,Excitatory neuron
12531,Excitatory neuron
12532,Excitatory neuron
12533,Excitatory neuron
12534,Inhibitory neuron
12535,Excitatory neuron
12536,Excitatory neuron
12537,Inhibitory neuron
12538,Excitatory neuron
12539,Excitatory neuron
12540,Excitatory neuron
12541,Excitatory neuron
12542,Excitatory neuron
12543,Excitatory neuron
12544,Excitatory neuron
12545,Excitatory neuron
12546,Excitatory neuron
12547,Excitatory neuron
12548,Astrocyte
12549,Excitatory neuron
12550,Astrocyte
12551,Astrocyte
12553,Excitatory neuron
12554,Endothelial
12555,Endothelial
12556,Astrocyte
12557,Astrocyte
12558,Excitatory neuron
12559,Astrocyte
12560,Excitatory neuron
12561,Inhibitory neuron
12562,Endothelial
12563,Excitatory neuron
12564,Excitatory neuron
12565,Excitatory neuron
12566,Excitatory neuron
12567,Excitatory neuron
12568,Endothelial
12569,Inhibitory neuron
12570,Oligodendrocyte
12571,Excitatory neuron
12572,Excitatory neuron
12573,Inhibitory neuron
12574,Oligodendrocyte
12575,Excitatory neuron
12576,Excitatory neuron
12577,Excitatory neuron
12578,Excitatory neuron
12579,Excitatory neuron
12580,Excitatory neuron
12581,Astrocyte
12582,Excitatory neuron
12583,Excitatory neuron
12584,Excitatory neuron
12585,Excitatory neuron
12586,Excitatory neuron
12587,Inhibitory neuron
12588,Excitatory neuron
12589,Excitatory neuron
12590,Excitatory neuron
12591,Excitatory neuron
12592,Oligodendrocyte
12593,Excitatory neuron
12594,Excitatory neuron
12595,Inhibitory neuron
12596,Excitatory neuron
12597,Excitatory neuron
12598,Astrocyte
12599,Excitatory neuron
12600,Excitatory neuron
12601,Excitatory neuron
12602,Excitatory neuron
12603,Excitatory neuron
12604,Inhibitory neuron
12605,Excitatory neuron
12606,Excitatory neuron
12607,Excitatory neuron
12608,Excitatory neuron
12609,Astrocyte
12610,Excitatory neuron
12611,Excitatory neuron
12612,Excitatory neuron
12613,Astrocyte
12614,Excitatory neuron
12615,Excitatory neuron
12616,Excitatory neuron
12617,Astrocyte
12618,Excitatory neuron
12619,Excitatory neuron
12620,Excitatory neuron
12621,Excitatory neuron
12622,Astrocyte
12623,Excitatory neuron
12624,Excitatory neuron
12625,Excitatory neuron
12626,Excitatory neuron
12627,Excitatory neuron
12628,Inhibitory neuron
12629,Astrocyte
12630,Excitatory neuron
12631,Excitatory neuron
12632,Excitatory neuron
12633,Endothelial
12634,Inhibitory neuron
12635,Endothelial
12636,Excitatory neuron
12637,Excitatory neuron
12638,Excitatory neuron
12639,Oligodendrocyte
12640,Excitatory neuron
12641,Excitatory neuron
12642,Inhibitory neuron
12643,Excitatory neuron
12644,Excitatory neuron
12646,Excitatory neuron
12647,Excitatory neuron
12648,Inhibitory neuron
12649,Excitatory neuron
12650,Excitatory neuron
12651,Excitatory neuron
12652,Excitatory neuron
12653,Astrocyte
12654,Excitatory neuron
12655,Excitatory neuron
12656,Excitatory neuron
12657,Excitatory neuron
12658,Excitatory neuron
12659,Endothelial
12660,Excitatory neuron
12661,Inhibitory neuron
12662,Astrocyte
12663,Excitatory neuron
12664,Excitatory neuron
12665,Excitatory neuron
12666,Astrocyte
12667,Inhibitory neuron
12668,Excitatory neuron
12669,Excitatory neuron
12670,Astrocyte
12671,Excitatory neuron
12672,Excitatory neuron
12674,Excitatory neuron
12675,Astrocyte
12676,Excitatory neuron
12677,Astrocyte
12678,Excitatory neuron
12679,Excitatory neuron
12680,Excitatory neuron
12681,Excitatory neuron
12682,Astrocyte
12683,Excitatory neuron
12684,Excitatory neuron
12685,Excitatory neuron
12686,Inhibitory neuron
12687,Excitatory neuron
12688,Excitatory neuron
12689,Excitatory neuron
12690,Excitatory neuron
12691,Excitatory neuron
12692,Excitatory neuron
12693,Excitatory neuron
12694,Excitatory neuron
12695,Excitatory neuron
12696,Excitatory neuron
12697,Excitatory neuron
12698,Oligodendrocyte
12699,Excitatory neuron
12700,Oligodendrocyte
12701,Astrocyte
12702,Inhibitory neuron
12703,Excitatory neuron
12704,Excitatory neuron
12705,Astrocyte
12706,Excitatory neuron
12707,Inhibitory neuron
12708,Excitatory neuron
12709,Excitatory neuron
12710,Excitatory neuron
12711,Excitatory neuron
12712,Astrocyte
12713,Inhibitory neuron
12714,Excitatory neuron
12715,Excitatory neuron
12716,Inhibitory neuron
12717,Excitatory neuron
12718,Excitatory neuron
12719,Oligodendrocyte
12720,Excitatory neuron
12721,Excitatory neuron
12722,Astrocyte
12723,Excitatory neuron
12724,Excitatory neuron
12725,Excitatory neuron
12726,Inhibitory neuron
12727,Excitatory neuron
12728,Excitatory neuron
12729,Excitatory neuron
12730,Endothelial
12731,Excitatory neuron
12732,Inhibitory neuron
12733,Astrocyte
12734,Excitatory neuron
12735,Excitatory neuron
12736,Excitatory neuron
12737,Excitatory neuron
12738,Oligodendrocyte
12739,Excitatory neuron
12740,Astrocyte
12741,Excitatory neuron
12742,Excitatory neuron
12743,Excitatory neuron
12744,Excitatory neuron
12745,Excitatory neuron
12746,Inhibitory neuron
12747,Inhibitory neuron
12748,Excitatory neuron
12749,Excitatory neuron
12750,Excitatory neuron
12751,Oligodendrocyte
12752,Excitatory neuron
12753,Astrocyte
12754,Astrocyte
12755,Excitatory neuron
12756,Endothelial
12757,Excitatory neuron
12758,Astrocyte
12759,Excitatory neuron
12760,Inhibitory neuron
12761,Excitatory neuron
12762,Excitatory neuron
12763,Excitatory neuron
12764,Excitatory neuron
12765,Excitatory neuron
12766,Excitatory neuron
12767,Astrocyte
12768,Excitatory neuron
12769,Excitatory neuron
12770,Inhibitory neuron
12771,Excitatory neuron
12772,Excitatory neuron
12773,Excitatory neuron
12774,Excitatory neuron
12775,Oligodendrocyte
12776,Excitatory neuron
12777,Astrocyte
12778,Astrocyte
12779,Excitatory neuron
12780,Excitatory neuron
12781,Oligodendrocyte
12782,Excitatory neuron
12783,Excitatory neuron
12784,Inhibitory neuron
12785,Oligodendrocyte
12786,Excitatory neuron
12787,Excitatory neuron
12788,Astrocyte
12789,Excitatory neuron
12790,Endothelial
12791,Excitatory neuron
12792,Excitatory neuron
12793,Excitatory neuron
12794,Endothelial
12795,Excitatory neuron
12796,Excitatory neuron
12797,Excitatory neuron
12798,Astrocyte
12799,Excitatory neuron
12800,Excitatory neuron
12801,Excitatory neuron
12802,Astrocyte
12803,Excitatory neuron
12804,Excitatory neuron
12805,Excitatory neuron
12806,Excitatory neuron
12807,Excitatory neuron
12808,Inhibitory neuron
12809,Excitatory neuron
12810,Inhibitory neuron
12812,Endothelial
12813,Excitatory neuron
12814,Endothelial
12815,Excitatory neuron
12816,Excitatory neuron
12817,Excitatory neuron
12818,Excitatory neuron
12819,Inhibitory neuron
12820,Excitatory neuron
12821,Excitatory neuron
12822,Excitatory neuron
12823,Inhibitory neuron
12824,Inhibitory neuron
12825,Inhibitory neuron
12826,Excitatory neuron
12828,Inhibitory neuron
12829,Excitatory neuron
12830,Inhibitory neuron
12831,Excitatory neuron
12832,Excitatory neuron
12833,Astrocyte
12834,Excitatory neuron
12835,Excitatory neuron
12836,Excitatory neuron
12837,Inhibitory neuron
12838,Excitatory neuron
12839,Excitatory neuron
12840,Excitatory neuron
12841,Excitatory neuron
12842,Inhibitory neuron
12843,Oligodendrocyte
12844,Inhibitory neuron
12845,Excitatory neuron
12846,Excitatory neuron
12847,Excitatory neuron
12848,Astrocyte
12849,Excitatory neuron
12850,Excitatory neuron
12851,Oligodendrocyte
12852,Excitatory neuron
12853,Excitatory neuron
12854,Oligodendrocyte
12855,Inhibitory neuron
12856,Excitatory neuron
12857,Inhibitory neuron
12858,Inhibitory neuron
12859,Astrocyte
12860,Excitatory neuron
12861,Excitatory neuron
12862,Excitatory neuron
12864,Excitatory neuron
12865,Excitatory neuron
12866,Oligodendrocyte
12867,Excitatory neuron
12868,Excitatory neuron
12869,Inhibitory neuron
12870,Excitatory neuron
12871,Oligodendrocyte
12872,Astrocyte
12873,Excitatory neuron
12874,Astrocyte
12875,Excitatory neuron
12876,Astrocyte
12877,Excitatory neuron
12878,Inhibitory neuron
12879,Excitatory neuron
12880,Endothelial
12881,Inhibitory neuron
12882,Excitatory neuron
12883,Excitatory neuron
12884,Excitatory neuron
12885,Excitatory neuron
12886,Excitatory neuron
12887,Astrocyte
12888,Excitatory neuron
12889,Astrocyte
12890,Excitatory neuron
12891,Excitatory neuron
12892,Astrocyte
12893,Excitatory neuron
12894,Excitatory neuron
12895,Excitatory neuron
12896,Excitatory neuron
12897,Endothelial
12898,Astrocyte
12899,Astrocyte
12900,Excitatory neuron
12901,Astrocyte
12902,Excitatory neuron
12903,Excitatory neuron
12904,Astrocyte
12905,Inhibitory neuron
12906,Excitatory neuron
12907,Oligodendrocyte
12908,Inhibitory neuron
12909,Excitatory neuron
12910,Excitatory neuron
12911,Inhibitory neuron
12912,Excitatory neuron
12913,Excitatory neuron
12914,Excitatory neuron
12915,Inhibitory neuron
12916,Endothelial
12917,Excitatory neuron
12918,Astrocyte
12919,Excitatory neuron
12920,Excitatory neuron
12921,Astrocyte
12922,Excitatory neuron
12923,Excitatory neuron
12924,Excitatory neuron
12925,Excitatory neuron
12926,Excitatory neuron
12927,Excitatory neuron
12928,Endothelial
12929,Excitatory neuron
12930,Oligodendrocyte
12931,Excitatory neuron
12932,Inhibitory neuron
12933,Endothelial
12934,Inhibitory neuron
12935,Inhibitory neuron
12936,Excitatory neuron
12937,Excitatory neuron
12938,Astrocyte
12939,Excitatory neuron
12941,Inhibitory neuron
12942,Excitatory neuron
12943,Excitatory neuron
12944,Inhibitory neuron
12945,Astrocyte
12946,Excitatory neuron
12948,Excitatory neuron
12949,Inhibitory neuron
12950,Excitatory neuron
12951,Excitatory neuron
12952,Excitatory neuron
12953,Astrocyte
12954,Excitatory neuron
12955,Excitatory neuron
12956,Excitatory neuron
12957,Excitatory neuron
12958,Excitatory neuron
12959,Excitatory neuron
12960,Excitatory neuron
12961,Excitatory neuron
12962,Excitatory neuron
12964,Excitatory neuron
12965,Astrocyte
12966,Excitatory neuron
12967,Excitatory neuron
12968,Excitatory neuron
12969,Inhibitory neuron
12970,Excitatory neuron
12971,Excitatory neuron
12973,Excitatory neuron
12974,Astrocyte
12975,Excitatory neuron
12976,Excitatory neuron
12977,Excitatory neuron
12978,Excitatory neuron
12979,Inhibitory neuron
12980,Excitatory neuron
12981,Excitatory neuron
12982,Excitatory neuron
12985,Excitatory neuron
12986,Excitatory neuron
12987,Excitatory neuron
12988,Excitatory neuron
12989,Excitatory neuron
12990,Inhibitory neuron
12991,Excitatory neuron
12992,Excitatory neuron
12993,Inhibitory neuron
12994,Excitatory neuron
12995,Excitatory neuron
12996,Excitatory neuron
12997,Astrocyte
12999,Excitatory neuron
13000,Excitatory neuron
13001,Inhibitory neuron
13002,Inhibitory neuron
13003,Astrocyte
13004,Excitatory neuron
13005,Excitatory neuron
13006,Oligodendrocyte
13007,Astrocyte
13008,Inhibitory neuron
13009,Excitatory neuron
13010,Excitatory neuron
13011,Excitatory neuron
13012,Excitatory neuron
13013,Excitatory neuron
13014,Excitatory neuron
13015,Excitatory neuron
13016,Inhibitory neuron
13017,Excitatory neuron
13018,Astrocyte
13019,Excitatory neuron
13020,Excitatory neuron
13021,Excitatory neuron
13022,Excitatory neuron
13023,Excitatory neuron
13024,Astrocyte
13025,Excitatory neuron
13026,Excitatory neuron
13027,Excitatory neuron
13028,Excitatory neuron
13029,Excitatory neuron
13030,Excitatory neuron
13031,Excitatory neuron
13032,Excitatory neuron
13033,Excitatory neuron
13034,Excitatory neuron
13035,Astrocyte
13036,Inhibitory neuron
13037,Inhibitory neuron
13038,Excitatory neuron
13039,Inhibitory neuron
13040,Endothelial
13041,Excitatory neuron
13042,Astrocyte
13043,Inhibitory neuron
13044,Excitatory neuron
13045,Excitatory neuron
13046,Excitatory neuron
13047,Excitatory neuron
