,celltype,protocol,SC3,CIDR,Seurat,tsne,SIMLR,SAFE,SAME,ctec_db_labels,ctec_ob_labels
D30-4_38,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-4_42,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-4_44,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-4_46,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-4_51,ductal,celseq2,1,1,4,4,10,2,11,2,0
D30-4_53,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-4_58,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-4_91,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-4_92,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-4_93,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-5_5,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-5_9,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-5_31,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-5_34,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-5_38,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-5_42,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-5_44,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-5_46,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-5_50,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-5_58,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-5_61,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-5_64,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-5_78,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-5_81,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-6_12,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-6_20,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-6_25,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-6_34,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-6_48,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-6_52,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-6_57,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-6_61,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-6_64,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-6_69,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-6_77,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-6_78,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-6_86,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-7_15,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-7_17,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-7_35,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-7_46,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-7_51,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-7_74,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-7_83,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-7_85,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-8_4,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-8_8,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-8_16,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-8_22,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-8_29,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-8_38,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-8_82,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-8_93,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-1_12,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-1_16,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-1_50,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-1_55,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-1_62,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-1_72,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-1_76,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-1_77,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-1_82,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-1_83,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-1_84,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-1_90,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-1_93,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_10,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_17,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_20,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_21,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_35,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_37,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_40,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_41,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_54,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_59,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_62,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_68,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_73,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_76,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_77,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_78,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_84,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-2_94,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-3_12,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-3_21,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-3_37,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-3_65,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-3_81,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-3_82,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-4_33,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-4_35,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-4_38,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-4_56,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-4_57,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-4_68,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-4_69,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-4_71,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-4_73,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-4_76,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-4_77,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-5_13,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-5_14,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-5_19,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-5_37,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-5_41,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-5_51,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-5_64,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-5_65,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-5_73,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-5_81,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-5_91,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-6_4,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-6_27,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-6_28,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-6_34,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-6_37,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-6_41,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-6_44,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-6_50,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-6_51,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-6_68,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-6_72,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-6_79,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-6_82,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-6_93,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-7_10,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-7_16,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-7_18,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-7_23,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-7_26,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-7_29,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-7_42,ductal,celseq2,1,1,4,4,10,2,11,2,0
D31-7_56,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-7_57,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-7_73,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-7_89,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-8_19,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-8_20,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-8_23,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-8_30,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-8_37,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-8_45,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-8_58,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-8_75,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-8_77,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-8_80,ductal,celseq2,1,4,6,12,10,2,9,2,0
D31-8_85,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-8_90,ductal,celseq2,1,4,4,4,10,2,11,2,0
D31-8_94,ductal,celseq2,1,4,4,4,10,2,11,2,0
10th_C10_S104,ductal,fluidigmc1,2,1,8,5,10,1,1,3,3
10th_C24_S90,ductal,fluidigmc1,2,1,4,5,10,2,11,3,1
10th_C4_S103,ductal,fluidigmc1,1,4,6,5,10,2,3,2,0
10th_C54_S124,ductal,fluidigmc1,1,4,4,5,10,2,11,2,0
10th_C68_S75,ductal,fluidigmc1,1,4,4,5,10,2,11,2,1
10th_C73_S84,ductal,fluidigmc1,1,4,4,5,10,2,11,2,1
10th_C7_S60,ductal,fluidigmc1,1,4,4,5,10,2,11,2,0
10th_C80_S77,ductal,fluidigmc1,1,4,4,4,10,2,11,2,0
10th_C88_S130,ductal,fluidigmc1,1,4,4,5,10,2,11,2,0
11th-C24_S49,ductal,fluidigmc1,1,4,6,5,10,2,3,2,0
11th-C26_S12,ductal,fluidigmc1,1,4,4,5,10,2,11,2,0
11th-C43_S7,ductal,fluidigmc1,1,4,4,5,10,2,11,2,1
11th-C4_S62,ductal,fluidigmc1,1,4,4,5,10,2,11,2,0
11th-C55_S24,ductal,fluidigmc1,1,4,4,5,10,2,11,2,0
11th-C58_S71,ductal,fluidigmc1,1,4,4,5,10,2,11,2,0
11th-C68_S34,ductal,fluidigmc1,1,4,4,5,6,2,11,2,1
11th-C7_S16,ductal,fluidigmc1,1,4,6,5,10,2,3,2,0
12th-C56_S211,ductal,fluidigmc1,1,4,6,5,10,2,3,2,0
13th_C49_S155,ductal,fluidigmc1,1,4,4,5,10,2,11,2,0
13th_C8_S140,ductal,fluidigmc1,1,4,6,5,10,2,3,2,0
3rd-C20_S22,ductal,fluidigmc1,1,4,4,5,10,2,11,2,0
4th-C70_S46,ductal,fluidigmc1,2,1,8,9,6,1,14,3,1
4th-C81_S64,ductal,fluidigmc1,1,4,4,5,10,2,11,2,0
5th-C11_S91,ductal,fluidigmc1,1,4,4,5,10,2,11,2,0
5th-C30_S105,ductal,fluidigmc1,1,4,4,5,10,2,11,2,1
5th-C41_S113,ductal,fluidigmc1,2,4,4,5,10,2,11,3,1
5th-C43_S121,ductal,fluidigmc1,1,4,4,5,10,2,11,2,1
5th-C57_S96,ductal,fluidigmc1,1,1,4,5,6,2,1,2,0
7th-C17_S29,ductal,fluidigmc1,2,1,8,9,6,1,14,3,1
7th-C47_S81,ductal,fluidigmc1,1,4,4,5,10,2,11,2,0
7th-C76_S52,ductal,fluidigmc1,1,4,6,5,10,2,3,2,0
7th-C81_S56,ductal,fluidigmc1,1,4,4,5,10,2,11,2,0
7th-C88_S75,ductal,fluidigmc1,2,4,4,5,10,2,11,3,1
8th-C67_S117,ductal,fluidigmc1,1,4,6,5,10,2,3,2,0
8th-C73_S130,ductal,fluidigmc1,1,4,4,5,10,2,11,2,0
9th-C61_S25,ductal,fluidigmc1,1,4,6,5,10,2,3,2,0
AZ_C3,ductal,smartseq2,1,4,4,4,10,2,11,2,0
AZ_F9,ductal,smartseq2,1,4,4,12,10,2,9,2,0
AZ_C9,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_H23,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_G23,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_D18,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_L5,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_H21,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_N18,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_I2,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_L18,ductal,smartseq2,1,4,4,12,10,2,9,2,0
HP1502401_D4,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_J15,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_J19,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_O10,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_C12,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_J17,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_N10,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_J24,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_M16,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_I21,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1502401_N16,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1504101T2D_B8,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1504101T2D_E19,ductal,smartseq2,3,1,2,4,10,2,13,0,2
HP1504101T2D_H18,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1504101T2D_O24,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1504901_J10,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1504901_O11,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1504901_P11,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1504901_F8,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1504901_N18,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1504901_I10,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1504901_O14,ductal,smartseq2,1,4,4,12,10,2,9,2,0
HP1504901_P7,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1504901_J13,ductal,smartseq2,1,4,4,4,10,2,11,2,0
HP1504901_E6,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1504901_J15,ductal,smartseq2,4,1,16,2,5,7,12,1,3
HP1504901_L16,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1504901_B14,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1504901_K23,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1504901_G11,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1504901_J5,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_G2,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_O2,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_N10,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_D15,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_D21,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_F7,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_G21,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_B17,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_J5,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_M16,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_A18,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_C12,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_E6,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_A13,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_H4,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_O4,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_L21,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_I24,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_F21,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_J8,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_K17,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_N16,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_D8,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_H7,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_M21,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_P11,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_L10,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_P5,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_D10,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_L20,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_C17,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_J7,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_D2,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_G18,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_E17,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_G19,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_L4,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_L13,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_H6,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_F10,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_I4,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_D17,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_P22,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_O8,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_I21,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_F19,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_A20,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_P18,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_L1,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_G20,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_A4,ductal,smartseq2,1,4,4,12,10,2,9,2,0
HP1506401_P1,ductal,smartseq2,1,4,4,12,10,2,9,2,0
HP1506401_J20,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_P21,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_H2,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_K19,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_C16,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_K4,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_F23,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_P9,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_K16,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_H23,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_I16,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_I3,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_B24,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_G23,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_N17,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_D18,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_M11,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_A12,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_J22,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_E19,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_H9,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_D22,ductal,smartseq2,1,3,13,7,10,2,2,2,0
HP1506401_J21,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_P4,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_B18,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_B23,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_D1,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1506401_D7,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1507101_J15,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1507101_K16,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1507101_G10,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1507101_H16,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1507101_N17,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1507101_F15,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1507101_O12,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1507101_N8,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1507101_P1,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_K2,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_G2,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_I1,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_C2,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_G3,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_G1,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_K13,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_N1,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_B18,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_C6,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_O3,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_M17,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_M3,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_L20,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_L8,ductal,smartseq2,1,4,4,4,10,2,11,2,0
HP1508501T2D_P14,ductal,smartseq2,1,3,13,7,10,2,2,2,1
HP1508501T2D_F4,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_F12,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_N9,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_B17,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_J11,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_N7,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_M15,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_K22,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_H17,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_M22,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_H20,ductal,smartseq2,1,4,4,4,10,2,11,2,0
HP1508501T2D_F8,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_E15,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_N19,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_B19,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_N17,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_N2,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_N22,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_C24,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_H13,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_L21,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_E7,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_I11,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_K7,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_O9,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_I17,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_L11,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_G14,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_J13,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_A7,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_P12,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_C19,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_E17,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_H9,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_F15,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_C21,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_C15,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_N15,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_L23,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_B24,ductal,smartseq2,1,4,4,4,10,2,11,2,0
HP1508501T2D_O8,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_D24,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_K15,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_J22,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_N23,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_A17,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_L24,ductal,smartseq2,1,4,6,12,10,2,9,2,0
HP1508501T2D_C11,ductal,smartseq2,1,4,6,12,10,2,9,2,0
